"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"110,25 m²",,,"9 m","17 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-cuu-long-phuong-2-22/thap-hon-thi-truong-40-bds-khu-vip-p2-tan-binh-dt-9x12m-107m2-gia-20-ve-16-ty-pr42145156",
"140 m²",,"Đông - Bắc","7 m","26,2 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-pho-nguyen-khiem-ich-thi-tran-trau-quy/-ban-gap-lo-mat-dt-140m2-mat-tien-7m-duong-22m-pr42546207","22 m"
"90 m²",,,,"2,15 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-suoi-cai-phuong-linh-xuan/ban-nhanh-dot-cuoi-lo-90m2-p-q-thu-duc-gia-2-ty-150-trieu-16m-pr42443455","16 m"
"100 m²",,,"16 m","4,1 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-huynh-thi-tuoi-phuong-tan-binh/chu-can-ban-gap-ve-que-3-lau-cao-cap-gia-tot-pr42472034","16 m"
"300 m²",,,,"1,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-chau-pha/ban-mat-tien-duong-nhua-vi-tri-cuc-dep-pr42560746",
"64 m²",,,,"10 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tan-son-nhi-phuong-tan-son-nhi/ban-khu-quan-phu-3-tam-dep-khu-dan-tri-cao-12met-nhua-pr42575804","12 m"
"200 m²",,"Tây - Bắc","10 m","70 tỷ",,"Sổ đỏ/ Sổ hồng",,,"2 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-nao-phuong-binh-an/giam-15-ty-ban-khu-compound-river-mark-ben-song-sg-q2-16x20m-300m2-78-ty-pr38782657","20 m"
"100 m²",,,"5 m","17 tỷ",,,,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tran-thi-nghi-phuong-7-10-prj-cityland-center-hills/ban-mat-tien-hill-vi-tri-dep-pr42575721",
"99 m²",,,"4,5 m","Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","16 phòng","16 phòng","8 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-my-an/pho-tay-thuong-toa-c-ho-8-tg-vi-tri-dep-pr42545925","7,5 m"
"64 m²",,,"3,6 m","17,5 triệu/m²",,"Hợp đồng mua bán.",,,,"https://batdongsan.com.vn/ban-dat-pho-thach-cau-phuong-long-bien/ban-52m2-khu-duong-truoc-mat-3m-chi-25m-la-ra-duong-to-xe-tai-tranh-gia-730-trieu-pr38874537","4 m"
"40 m²",,,,"850 triệu","Đầy đủ","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tan-dong-hiep/noxh-full-noi-that-850tr-tai-vincom-di-an-binh-duong-pr42299994",
"160 m²",,,,"19 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-11-7/building-ngop-hdt-65tr-32-giam-ve-19-ty-dat-binh-thanh-mat-tien-lon-dt-8x23m-5-tang-pr42334211",
"25,62 m²","Đông - Nam",,,"1,42 tỷ",,"HĐMB","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dai-lo-thang-long-phuong-me-tri-prj-vinhomes-green-bay-me-tri/minh-chinh-chu-ban-gap-studio-view-vins-gia-goc-1-ty-120-pr39820939",
"250 m²",,,,"100 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-do-xuan-hop-phuong-phuoc-long-b-prj-kdc-hoang-anh-minh-tuan/b-hog-h-tu-xu-103-trieu-m2-250-m2-view-dep-pr42149288",
"120 m²",,,,"14 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-binh-hung-hoa-b/-4-tang-tang-full-noi-that-do-go-xin-xo-ngang-khung-6m-mat-tien-duong-nhua-12m-dt120m2-pr42475850",
"40 m²",,,"5 m","4 tỷ",,"Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-dat-phuong-cu-khoi/ban-long-bien-40m-mt-5m-duong-2-5m-gan-o-to-tien-ich-day-du-gia-4-x-ty-pr42396156",
"123,5 m²",,"Tây - Nam","6,14 m","16,67 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-pho-nguyen-khiem-ich-thi-tran-trau-quy/chinh-chu-ban-123-5m2-kdt-31ha-gia-lam-vi-tri-sach-se-yen-tinh-van-minh-pr42062707",
"79,5 m²",,,"5,3 m","3,67 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-hoang-phai-phuong-17-2/-dep-3-tang-btct-ngay-go-vap-gia-chi-3-99ty-79-5m2-5-3x15m-so-dep-khong-lo-gioi-pr41896417",
"84 m²","Đông - Nam","Đông - Bắc",,"Thỏa thuận","Cơ bản","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-song-hanh-phuong-an-phu-prj-datxanhhomes-riverside/-hang-sang-the-prive-quan-2-gem-mo-ban-block-moi-chiet-khau-suat-noi-bo-toi-20-pr42575917",
"132 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-giong-cat-xa-tan-phu-trung/no-nan-danh-ban-gap-lo-490tr-ngay-benh-vien-xuyen-a-cu-chi-so-hong-rieng-pr42546725","6 m"
"200 m²",,,,"1,3 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-phu-my-toc-tien-xa-toc-tien/can-ban-lo-vi-tri-dep-1-xet-ba-ria-vung-tau-gia-tot-pr42505394",
"76 m²",,"Bắc","4 m","59,5 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-bui-vien-phuong-dang-hai/lo-goc-tuyen-2-tai-dinh-cu-thien-c132-lh-pr42428597","12 m"
"230 m²",,"Nam","14 m","45 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng",,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-xuan-thuy-phuong-thao-dien/giam-10-ty-can-ra-gap-ban-tien-p-14x18m-cn230m2-hdt-150tr-38ty-pr39039905","16 m"
"400 m²",,,,"80 tỷ","Không nội thất","Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-van-huong-phuong-thao-dien-prj-thao-dien-green/cdt-mo-ban-sieu-pham-penthouse-gia-tam-1xx-xx-ty-2-tang-400m2-view-song-pr42123422",
"81 m²","Tây - Bắc","Tây - Bắc","4,5 m","7,98 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-b3-phuong-phuoc-hai-prj-khu-do-thi-vcn-phuoc-hai/ban-3-tang-tien-ta-xuan-thu-kdt-tp-trang-gia-7-ty-980-trieu-pr42572492","13 m"
"241,4 m²",,,"16,3 m","22,23 tỷ","Cơ bản","Hợp đồng mua bán",,,,"https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-phuong-son-ky-prj-diamond-alnata/ban-celadon-city-lien-ke-89-vuong-vuc-mat-tien-16m3-k-bi-chan-view-so-hong-lau-dai-pr40616041","62 m"
"47,8 m²","Nam","Nam","5,3 m","15,8 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-ha-dinh-phuong-ha-dinh/chinh-chu-can-ban-47-8m2-2-tang-dang-cho-thue-17tr-tng-tai-ho-sieu-dep-de-kd-pr41664843","15 m"
"90 m²",,,,"15,9 tỷ",,,"3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-phan-dinh-phung-phuong-1-22/ket-tien-can-ban-gap-hem-nhua-7m-gan-nga-4-phu-nhuan-dt-5x18m-3-tang-chi-15-9ty-phong-thuy-tot-pr42575922",
"42 m²",,,,"8,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-doi-can-phuong-doi-can/-dep-279-pho-ba-dinh-8-8-ty-42m2-6t-thang-may-pr42575923",
"240 m²",,,"12 m","40 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-phan-van-tri-phuong-5-15-prj-cityland-garden-hills-go-vap/ban-can-goc-khu-emart-dt-12-x-20m-pr42575716","16 m"
"126 m²",,"Tây - Bắc","7 m","11,46 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-le-hong-phong-phuong-dang-lam/-lo-16-p-gan-sieu-thi-go-c17-lh-pr42024988","15 m"
"88 m²",,"Nam",,"6,8 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng",,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-trinh-hoai-duc-phuong-vinh-hoa-2/-3-tang-tien-kinh-doanh-va-o-on-ap-pr41825016",
"250 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-khu-do-thi-moi-duong-noi/hang-doc-10-nam-co-view-ho-cong-vien-thien-van-hoc-12ha-chi-danh-cho-khach-sieu-vip-pr41861567",
"130,68 m²","Bắc","Bắc","6,6 m","Thỏa thuận","Không nội thất","Hợp đồng mua bán","4 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-xa-an-khanh-4-prj-khu-biet-thu-thien-duong-bao-son/ban-gap-tuan-truc-thong-vin-gia-25-x-ty-he-em-son-pr42249988",
"65 m²",,,"56 m","8,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-phuong-canh-phuong-xuan-phuong/65m2-chi-hon-8-ty-nam-tu-liem-cuc-hiem-mt-rong-vi-tri-vang-pr42037469","4 m"
"230 m²",,"Tây - Nam","9 m","57 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","33 phòng","33 phòng","7 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-huong-phuong-thao-dien/57-ty-ban-gap-toa-khach-san-33-phong-thu-nhap-300tr-th-trung-tam-8-5x30-cn-230m2-pr39773983","12 m"
"64 m²",,"Tây","4 m","495 triệu",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-bach-dang_1/ban-lo-goc-2-mat-tien-o-to-do-tai-dang-tp-thuy-nguyen-gia-tot-cho-nha-dau-tu-pr42407704","4 m"
"157 m²",,,,"9 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hung-vuong-2-phuong-hoa-phu-2-prj-the-orchard-sycamore/khu-compound-vvip-t-binh-pho-so-hong-lau-dai-2-8-ty-n-pr40236826",
"217 m²",,,,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng",,"4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-dong-hai-prj-icc-quan-mau/ban-gap-vip-le-chan-217m2-4t-mt-11m-thang-may-gia-thoa-an-lh-pr42575809",
"75 m²",,,,"4,2 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","8 phòng","7 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-1-phuong-tan-phuoc-1/can-ban-khach-san-5-tang-trung-tam-tp-cang-phu-my-pr42529243","17 m"
"50,1 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-van-giang/chua-den-2-ty-lo-o-do-ngay-trung-tam-vong-xuyen-hung-yen-pr42378875",
"107 m²","Đông - Nam","Đông - Nam","5 m","2,69 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-van-cu-1-phuong-an-khanh-1/ban-tret-dien-tich-rong-5m-x-20m-no-hau-6m-107m2-tho-100-lo-oto-gan-truong-dai-hoc-yd-pr42575462","4 m"
"75 m²",,,"5,4 m","23,5 tỷ","Đầy đủ","Sổ đỏ","8 phòng","6 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vo-van-dung-phuong-o-cho-dua/dc-la-phan-l-t-va-mat-ng-kinh-danh-sam-uat-sat-quan-uy-dt-1-ty-nam-pr42252439",
"60 m²",,,"4 m","9,5 tỷ",,"Sổ đỏ/ Sổ hồng","6 phòng","6 phòng",,"https://batdongsan.com.vn/ban-nha-rieng-duong-phu-my-phuong-my-dinh-1/-gia-cuc-tot-60m-hon-9-ty-mat-tien-rong-2-mat-ngo-dep-khong-ti-vet-pr42439669","3 m"
"80 m²",,,"8 m","1,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-cay-da-xa-tan-phu-trung/-kdc-huyen-cu-chi-dt-80m2-gia-1-5-ty-so-hong-rieng-pr42575933","8 m"
"100 m²",,"Đông","6 m","7,8 tỷ",,"Sổ đỏ/ Sổ hồng","6 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-thi-tran-nha-be/ban-dt-5x20-4-tang-hem-xe-hoi-duong-cat-loi-sat-quan-7-pr42575448","6 m"
"40,2 m²",,,,"3,89 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-truong-cong-dinh-phuong-13-10/-hem-xe-hoi-can-ban-gap-pr42522145",
"482 m²",,"Tây - Bắc","14 m","86 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-pho-tran-quy-kien-phuong-thanh-my-loi/ket-lai-bank-ban-gap-mat-song-mat-tien-duong-p-14x25-320m2-43-ty-pr37858097","16 m"
"40 m²",,,"4 m","2,92 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-la-tinh-xa-dong-la/gia-dau-tu-3-5-tang-3pn-gia-cuc-chat-2-92-ty-tai-gan-ubnd-kdt-do-nghia-pr42512577","3 m"
"79 m²",,,"7 m","22,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-trung-liet/gara-o-to-7-cho-2-thoang-ngo-thong-ban-cong-cac-tang-san-xe-rong-an-sinh-dinh-52m2-pr41880211",
"187 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-loai-bat-dong-san-khac-pho-lang-ha-phuong-lang-ha-prj-toa-nha-petrowaco-97-lang-ha/vinaconex-mo-ban-kiot-thuong-mai-van-phong-chung-cu-97-hot-0914-102-166-pr13671291",
"76 m²",,,,"4,4 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-6-phuong-hiep-binh-phuoc-prj-urban-green/ro-hang-sang-nhuong-truc-tiep-cdt-tang-2-3n-pql-ck-9-goi-tien-thue-180-530tr-ls-vay-2n-0-pr41306209",
"51 m²",,,"5 m","3,1 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-pham-van-dong-phuong-linh-tay/chi-3-1ty-co-sat-mt-gan-gigamall-full-noi-that-shr-pr42572340","5 m"
"234 m²",,,,"70 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-phuong-2-22/ban-toa-mt-sieu-khan-hiem-gan-san-bay-tsn-dt-11-x24m-ham-7-tang-gia-70-ty-giam-con-67-ty-pr40697588",
"176 m²",,,"12,24 m","13,2 tỷ",,"Sổ đỏ/ Sổ hồng.","4 phòng","5 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-hung-vuong-2-phuong-hoa-phu-2-prj-the-orchard-sycamore/duy-t-1-can-vuon-tai-gia-tot-hon-thi-truong-6-ty-30-n-ngay-pr42490100",
"130,68 m²",,"Tây - Bắc","6,6 m","23 tỷ","Không nội thất","Hợp đồng mua bán","5 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-le-trong-tan-xa-an-khanh-4-prj-khu-biet-thu-thien-duong-bao-son/chinh-chu-ban-gap-gia-23-ty-lh-pr42488337","10,5 m"
"51 m²","Nam","Nam",,"2,1 tỷ",,,"1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-kinh-duong-vuong-phuong-an-lac-a-prj-moonlight-boulevard/ban-1pn-tang-full-noi-that-gia-2ty100-bao-het-phi-pr42430104",
"90 m²",,"Tây - Nam","4,5 m","5,55 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-van-cao-phuong-dang-lam/spcc-lo-goc-2-mat-tuyen-2-30m-a439-lh-pr40635221","12 m"
"55 m²",,,,"22 tỷ","Cơ bản",,"6 phòng",,,"https://batdongsan.com.vn/ban-nha-rieng-duong-lac-long-quan-phuong-nghia-do-1/cau-giay-50-55m2-xay-7-tang-thang-may-o-to-mat-tien-5m-pr42304423",
"340 m²",,,"10 m","15,9 tỷ",,"Sổ đỏ/ Sổ hồng","8 phòng","8 phòng",,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-n9-phuong-thuan-giao/can-ban-tien-ngay-cho-lam-phat-kdc-giao-pr42116508",
"180 m²",,,,"35 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-an-vuong-villa/b-villas-c01-15-doi-kinh-doh-vi-tri-hiem-may-nam-moi-co-1-lo-ra-hg-pr41810262","28 m"
"75 m²",,,"4,8 m","3,95 tỷ",,"Sổ đỏ/ Sổ hồng","2 phòng","1 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tan-tien-4-xa-xuan-thoi-dong/ban-hoc-mon-5x15-shr-2-mat-hem-xh-dong-pr42575746","4 m"
"360 m²",,,,"52 tỷ",,"Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-phuong-thao-dien/ngop-ha-5ty-ban-gap-sieu-villa-hien-dai-khu-vip-fideco-18x24m-372m2-bac-nhat-q-2-65-ty-pr33640801","16 m"
"59 m²",,,"5,2 m","21,8 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-hoang-cau-phuong-o-cho-dua/kich-tran-phan-l-ban-c-t-tranh-mat-tien-5-2m-kinh-danh-sam-uat-dt-1-4-ty-nam-pr42182205",
"33 m²",,,,"6,21 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-phu-do/ban-32-6m2-5-tang-gia-chi-nhinh-6-ty-dan-tu-xay-20m-ra-o-to-pr41544560",
"200 m²",,,,"46,8 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng",,"4 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-xa-dan-phuong-phuong-lien/ban-o-to-dien-tich-200m-2-thoang-san-4-tang-o-ngay-gia-46-8-ty-pr42470991",
"80 m²",,"Đông - Nam","5 m","2,3 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-tinh-lo-295-xa-tan-hung-10/hang-hiem-so-luong-gioi-han-du-dia-tang-gia-cao-pr42467133","26 m"
"45 m²",,,"4,2 m","3,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-6-4-phuong-yen-nghia-1/ban-oto-do-cach-10m-dt-45m2-xay-3-tang-gia-chi-3-2-ty-ngay-ben-xe-lh-pr42372101","4 m"
"63 m²",,,"5 m","21 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","9 phòng","8 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-chua-lang-phuong-lang-thuong/sang-hon-phan-lo-2-mat-ngo-o-to-tranh-ban-co-kinh-doanh-sam-uat-dt-1-5-ty-n-pr42191188",
"60 m²",,,,"7,95 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-ngoc-thuy-phuong-ngoc-thuy/ban-dep-ngo-268-hon-7-ty-pr42494486",
"36 m²","Đông - Nam","Đông - Nam",,"1,8 tỷ","Đầy đủ","Hợp đồng mua bán","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-hung-thang-1-prj-citadines-marina-ha-long/chu-ban-gap-stu-cutaden-lh-pr42536095",
"175 m²",,"Đông","6 m","17 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-xa-dien-an/lo-dep-vuong-vuc-cach-d-23-10-chi-50m-2-mt-truoc-sau-full-tho-gia-chi-16-9tr-m2-pr42575814","5 m"
"90 m²",,,"6 m","22,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","6 phòng","4 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-thai-thinh-phuong-trung-liet/sieu-cap-kinh-doanh-lo-goc-tai-do-cua-gara-7-cho-dt-50tr-th-90m-4t-ngo-thong-pr42134083",
"82,5 m²",,,,"16,5 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","18 phòng",,"8 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-duc-tho-phuong-my-dinh-2/chi-16-x-ty-so-huu-ngay-can-ho-ccmn-dong-tien-trung-tam-dinh-pr41532387",
"68 m²",,,"6 m","21 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","16 phòng","17 phòng","10 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-phuong-mai-phuong-phuong-mai/doc-ton-phan-lo-mat-ngo-lo-goc-o-to-tranh-vao-kinh-doanh-sam-uat-10t-thang-may-pr42267029",
"43 m²",,,"3,1 m","3,19 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-quoc-lo-6-phuong-bien-giang/chi-3-18-ty-so-huu-ngay-3-tang-43m-mat-ngo-thong-o-to-tranh-u-kinh-doanh-dinh-pr42341943","6 m"
"42 m²",,,,"9,45 tỷ",,"Sổ đỏ/ Sổ hồng","9 phòng","9 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-quang-dao-phuong-phu-do/ban-sieu-pham-42m2-6t-thang-may-9-phong-full-khep-kin-o-to-cach-40m-pr42419728","2,5 m"
"88 m²",,,,"4,85 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-yen-lo-phuong-yen-nghia-1/dt-full-tho-cu-88m2-gia-chi-4-85-ty-4-tang-o-to-tranh-nhau-gan-ben-xe-nghia-pr42349509","6 m"
"47 m²",,,,"2,3 tỷ",,,"1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-long-binh-3-prj-the-beverly-solari-vinhomes-grand-park/ban-nhanh-1pn-gia-2-3-ty-huong-mat-gan-vincom-solari-pr42568709",
"100 m²",,,,"26,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"9 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-trung-liet-phuong-trung-liet/ban-toa-ccmn-thai-ha-dong-da-9-tang-o-to-cach-50m-dong-tien-2-ty-nam-pr38574382",
"86,9 m²",,"Đông - Nam","5 m","51,5 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-phuong-dang-hai/spcc-duong-21m-khong-chut-loi-lam-phan-lo-dong-bo-c147-lh-pr42514257","21 m"
"68 m²","Bắc","Nam",,"2,95 tỷ",,,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-kinh-duong-vuong-phuong-an-lac-a-prj-moonlight-boulevard/ban-nhanh-2pn-2wc-77m2-gia-3ty2-pr42034135",
"49 m²","Tây - Nam","Tây - Nam","4 m","10,5 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","6 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-tran-cung-phuong-co-nhue-1/-hot-chinh-chu-ban-ngo-195-66-thiet-ke-hien-dai-tien-nghi-dinh-cao-pr42575817","2 m"
"203,15 m²",,,,"80 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-duong-cong-hoa-phuong-13-10/building-goc-3-mt-dt-8-6-x-24m-ham-8-tang-hdt-230tr-th-gia-99-ty-giam-con-90-ty-pr40697817",
"66 m²",,,,"3,2 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-so-7-phuong-an-lac-a-prj-moonlight-park-view/ban-3pn-tang-full-noi-that-gia-3ty750-cong-sang-ten-nhan-nha-ngay-pr40850600",
"80 m²",,,"4 m","23 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-3-2-2-phuong-14-5/ngop-ngan-hang-ban-gap-tien-3-thang-2-p14-quan-10-dt-4x20m-3-lau-cu-gia-ban-23-ty-pr41922838","30 m"
"240 m²",,,"12 m","Thỏa thuận","Cơ bản","Sổ đỏ/ Sổ hồng","10 phòng","10 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-linh-phuong-tan-thuan-tay-1/can-ban-gap-240m2-tien-kinh-doanh-vip-nhat-q7-dai-lo-60m-gia-52-ty-pr35545999","60 m"
"206 m²",,"Tây - Bắc","10 m","43 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-phu-thuong-doan-phuong-dong-hai-3/khu-phan-lo-cao-cap-biet-thu-luong-c106-lh-pr42313663","13 m"
