"Diện tích","Hướng ban công","Hướng nhà","Mặt tiền","Mức giá","Nội thất","Pháp lý","Số phòng ngủ","Số phòng tắm, vệ sinh","Số tầng","url","Đường vào"
"212,5 m²",,,,"31 tỷ",,,,,,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-to-huu-phuong-duong-noi-prj-solasta-mansion-duong-noi/ban-05-can-bt-ngon-nhat-tai-can-goc-21-5m-doi-dien-chung-cu-cong-vien-pr42032756","21,5 m"
"80 m²","Đông - Nam",,,"7,4 tỷ","Cơ bản.",,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bat-nan-phuong-thanh-my-loi-prj-one-verandah-mapletree/ban-2pn-80m2-gia-7-4-ty-dong-all-in-pr42536725",
"145,2 m²",,,,"9,9 tỷ",,,"3 phòng",,"2 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-hiep-10/ban-mat-tien-kinh-doanh-doi-dien-benh-vien-dong-nai-9-9-ty-pr42288585",
"76 m²",,,,"4,75 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-chanh-phuong-yen-hoa-2-prj-a10-a14-nam-trung-yen/ban-70m2-co-2pn-2wc-nha-dep-full-do-gia-chi-3-9-ty-tl-pr39854372",
"59 m²","Tây - Bắc","Đông - Nam",,"4,28 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-nguyen-thien-thuat-phuong-tan-tien_1-prj-hud-building-nha-trang/ban-nh-tang-cao-so-ng-lau-dai-pr42320830",
"406 m²","Tây - Nam","Đông - Bắc",,"58 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-dong-van-cong-phuong-thanh-my-loi-prj-feliz-en-vista/ban-pthouse-dinh-nhat-du-an-thap-altaz-sang-xin-chuan-gioi-thuong-luu-pr40129246",
"77 m²",,,"5 m","25 tỷ",,"Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-duong-khue-phuong-mai-dich/ban-le-duc-tho-kinh-doanh-dinh-via-he-da-bong-cho-thue-cuc-tot-dt-77m2-pr42280274","30 m"
"40 m²",,,"4 m","5,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","2 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-mau-luong-phuong-kien-hung/-pho-dan-xay-5-tang-ngo-rong-hon-5-ty-pr42567895","3 m"
"40 m²",,,"5,9 m","14,8 tỷ","Đầy đủ",,,,"6 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-phuong-nhan-chinh/ban-duong-cu-loc-lo-goc-6-tang-thang-may-kinh-doanh-dinh-pr42567801",
"480 m²","Nam","Nam","12 m","40 tỷ",,,"4 phòng","4 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huynh-tan-phat-xa-phu-xuan-prj-amelie-villa-phu-my-hung/ban-don-lap-be-cdt-480m2-gia-ban-gap-40-ty-pr42567943","12 m"
"82 m²","Đông - Bắc","Đông - Nam",,"120 triệu/m²","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-my-dinh-1-prj-vinhomes-skylake/ban-hang-hiem-tai-vinmes-120-trieu-82m2-2pn-2wc-nam-tu-liem-ha-noi-pr42567022",
"134 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng","2 phòng",,,"https://batdongsan.com.vn/ban-nha-rieng-xa-phu-quoi/ban-ngop-gan-cho-long-ho-dt-134m2-no-hau-gia-ban-gap-720tr-bao-thue-pr42356066",
"95 m²",,,,"5,7 tỷ","Đầy đủ","Đang chờ sổ","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-luong-dinh-cua-phuong-an-khanh-prj-de-capella/-cappella-3pn2wc-full-noi-that-5-7ty-bao-thue-phi-full-95m2-pr42509395",
"116 m²","Đông - Bắc","Đông - Nam",,"8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-seasons-avenue/chinh-chu-ban-3-phong-ngu-ha-dong-100m-gia-6-ty-san-so-full-noi-that-pr40186982",
"1.067 m²",,,"20 m","56,5 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-n2-phuong-di-an/-mat-tien-kinh-doh-khu-vincom-nga-tu-550-thh-pho-pr42568042","22 m"
"50 m²",,,,"10,5 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-duong-ngo-gia-tu-phuong-duc-giang-2/-thong-so-vang-2-o-to-tranh-nhau-via-he-da-bong-kd-50m2-10-5-ty-pr42568043",
"60 m²",,,"4 m","6,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-giac-dao-xa-trung-chanh/-tien-nhua-thong-buon-ban-gan-nga-tu-hoc-mon-gia-6ty8-tl-pr42155148","12 m"
"180 m²",,,,"39 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-pho-phan-dang-luu-phuong-6-13/ngop-bank-ban-nhanh-ban-goc-2mt-ngay-lam-son-q-bt-18x10m-gia-39-ty-pr42567215",
"97 m²",,,,"2,5 tỷ","Đầy đủ","Hợp đồng mua bán","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-luong-bang-1-phuong-phu-my-9-prj-the-era-town/ban-67m2-2pn-2wc-gia-1-ty-580-trieu-lh-ms-hau-pr39129611",
"61 m²",,,"4,5 m","13,8 tỷ",,"Sổ đỏ/ Sổ hồng","1 phòng","1 phòng","1 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-loi-1-phuong-quang-trung-17/b-an-gap-ha-dong-phan-lo-via-he-o-to-tranh-dien-tich-60m2-mat-tien-4-5m-gia-13-ty-pr42567900","10 m"
"40 m²",,,"4 m","13,7 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-kim-ma-phuong-ngoc-khanh/can-ban-gap-chinh-chu-ba-dinh-40m-5-tang-oto-kinh-doanh-gia-hon-13-ty-tl-manh-pr42568047","4 m"
"90 m²",,,"4 m","23 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-van-thu-phuong-4-20/ban-mt-266bis-p-4-q-tb-dt-4-x-23m-kc-2-lau-gia-23-ty-pr42352804","30 m"
"86 m²","Đông - Nam",,,"12,2 tỷ","- Bàn giao full nội thất.","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-thanh-ton-phuong-ben-nghe-prj-the-lancaster-ho-chi-minh/ban-ch-2-phong-86m2-hcm-so-hong-lau-dai-tang-cao-view-song-pr42255303",
"45 m²",,,"5 m","9,5 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-hoang-van-thu-4/so-do-chinh-chu-may-buoc-ra-ho-den-lu-dep-chac-chan-gia-chi-9x-ty-dien-tich-45m-lh-pr42421636",
"46 m²",,,,"1,47 tỷ",,"Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-1a-phuong-tan-tao-prj-khu-can-ho-tan-mai/em-ban-chcc-binh-46m2-1-ty500-lh-pr42163938",
"200 m²","Đông - Nam","Nam","9 m","11,5 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng",,,"3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-huu-nghi-phuong-phu-chan-prj-centa-riverside/em-con-can-200m2-sat-tinh-lo-dt179-ket-noi-sang-ha-noi-pr42567808","15 m"
"72 m²",,,,"4,15 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-thanh-my-prj-masteri-centre-point/tin-xac-thuc-chu-nha-ban-cat-lo-1-ty-view-truc-dien-cong-vien-36ha-pr39413416",
"539 m²",,,"12 m","81 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-mat-pho-pho-tran-xuan-soan-phuong-tan-hung-14/ban-tien-755b-quan-7-dien-tich-12-x-45m-cn-539m2-cap-4-gia-81-ty-pr42407890","30 m"
"258 m²",,,"16 m","65 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","5 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-23-2-phuong-tan-phu-19/-don-lap-my-hung-quan-7-gia-250tr-m2-65-ty-258m2-12-5-x-18-no-hau-16m-pr42567809","25 m"
"2.000 m²",,,"50 m","192 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-au-co-phuong-quang-an-2/chinh-chu-nho-ban-2000m2-gia-192-ty-tay-ho-full-tho-cu-so-do-san-sang-giao-dich-pr42531776","8 m"
"162 m²",,,,"Thỏa thuận",,,"4 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-me-tri-phuong-me-tri-prj-golden-palace/-goc-rong-nhat-hiem-ban-tai-dt-162m2-tang-dep-gia-dep-cam-ket-ko-ao-pr42568054",
"4.700 m²",,,"85 m","9 tỷ",,"Sổ hồng riêng.",,,,"https://batdongsan.com.vn/ban-dat-duong-tinh-lo-763-xa-suoi-cat-1/can-ban-cach-tl763-chi-50m-xuan-loc-dn-gia-chi-6-5-ti-85x53m-co-1000m2-tc-shr-pr30941110","5 m"
"70 m²",,,"16 m","7,9 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-le-lai-phuong-12-10/chinh-chu-ban-5-tang-d-q-tan-binh-hem-xe-hoi-5x15m-dat-vang-7t9-pr42568055","5 m"
"250 m²",,,"8 m","33 tỷ",,"Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-quang-trung-phuong-11-8/ban-nhanh-chdv-mtkd-ngay-8x30m-ham-6-tang-hdt-215tr-gia-chi-30-ty-pr42459770",
"82 m²","Đông","Tây",,"8,2 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-vinhomes-d-capitale/hang-gioi-han-ban-3-ngu-9-ty-nhat-tai-toa-c67-vinmes-hung-pr41144412",
"49 m²",,,,"1,8 tỷ","Cơ bản","Hợp đồng mua bán","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-quoc-lo-51-phuong-phu-my_1-prj-citymark-residence/dang-co-600-trieu-nen-dau-tu-gi-mua-ngay-tai-my-vung-tau-cam-ket-c-thue-12tr-pr42567235",
"100 m²",,"Đông","5 m","7,8 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-duong-truong-sa-phuong-hoa-hai/can-ban-nhanh-khu-tan-tra-doi-dien-bai-tam-tan-tra-co-kem-nha-cap-4-gia-7-ty-800-pr42561717","15 m"
"115 m²",,,"4,3 m","1,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-thi-tran-can-giuoc/-tho-dt-115m2-chi-1-5ty-shr-goi-ngay-gap-ngan-biet-them-chi-tiet-pr42323379",
"36 m²","Tây - Bắc","Đông - Nam",,"2,9 tỷ","Đầy đủ","Hợp đồng mua bán","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-vinhomes-d-capitale/ban-studio-toa-c2-dcapitale-tang-dep-full-do-gia-2-8-ty-pr42272887",
"78 m²",,,"6 m","26 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng",,,"5 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-dang-thuy-tram-phuong-dich-vong-hau/ban-hoang-quoc-viet-o-to-tranh-via-he-rong-gara-kinh-doanh-80m2x6-pr42568061",
"54 m²","Đông - Nam","Tây - Nam",,"2,86 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nghiem-xuan-yem-phuong-dai-kim-prj-khu-do-thi-kim-van-kim-lu-golden-silk/sieu-pham-ban-tang-15-dien-tich-54m2-2-png-ngu-toa-ct12-full-noi-that-pr42568062",
"90 m²","Đông","Tây",,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","3 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-tran-duy-hung-phuong-trung-hoa-4-prj-vinhomes-d-capitale/ban-3-ngu-vinmes-dcapitale-ban-cong-dong-nam-toa-ki-de-vincom-c67-pr40841392",
"72 m²",,,,"8,4 tỷ",,"Sổ đỏ/ Sổ hồng",,,"2 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-phuong-phu-thanh/mtkd-duong-khu-ho-le-2-tam-dt-4x18m-gia-8-4-ty-pr42458281",
"105 m²",,,,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-dat-pho-vu-tong-phan-phuong-an-phu/chinh-chu-b-lo-so-cam-tay-duong-qu-2-gia-chi-2ty850-105m2-pr41927439",
"110 m²",,,"7,5 m","26 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","5 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-cuu-van-phuong-17-1/ban-2-tien-ngang-lon-7-5mx15m-110m2-3-tang-5pn-gia-26ty-tlcc-pr42568064","20 m"
"85 m²",,,,"12,9 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tuu-liet-xa-tam-hiep-6/ban-85m2-3-tang-mat-tien-rong-kinh-doanh-lo-goc-oto-tranh-vi-tri-dep-hon-12-ty-pr42536753",
"56 m²","Đông - Nam","Tây - Bắc","4 m","8,1 tỷ","Không nội thất","Sổ đỏ/ Sổ hồng","6 phòng","5 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-san-ho-21-xa-nghia-tru-prj-the-empire-vinhomes-ocean-park-2/cat-lo-56m2-chi-7-850-ti-gia-re-nhat-vinmes-oceapark-2-sat-bien-12toa-chung-cu-masterise-pr41951280","13 m"
"85 m²",,,"4,25 m","7,6 tỷ",,"Sổ đỏ/ Sổ hồng.",,,,"https://batdongsan.com.vn/ban-nha-rieng-phuong-phu-thanh/mat-tien-noi-bo-ngay-nguyen-son-giao-luy-ban-bich-dt-4-25x20m-cap-4-gia-7-6-ty-tl-pr42536545","7 m"
"71,7 m²","Đông - Nam","Tây - Bắc",,"Thỏa thuận",,"Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-duyet-phuong-nai-hien-dong-prj-peninsula-da-nang/ban-2pn-y-du-noi-that-view-song-han-to-p-truc-dien-song-han-pr42560055",
"240 m²",,,"10 m","110 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng",,,"9 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-pho-hoang-cau-phuong-trung-liet/ban-toa-dong-da-240m-9-tang-thang-may-xin-cho-thue-250tr-thang-lh-pr42567440","12 m"
"82 m²",,,,"5,8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-my-dinh-1-prj-the-emerald/doc-quyen-ban-82m2-ct8-full-noi-that-gia-5-8-ty-ko-view-pr42430225",
"77 m²",,,,"2,1 tỷ","Không nội thất","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-15b-phuong-phu-my-9-prj-the-era-town/ban-1pn-1wc-da-co-so-ng-gia-1-ty-550tr-lh-0909910694-pr31774117",
"42 m²",,,,"6,75 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-duong-phuong-canh-phuong-phuong-canh/42m2-dep-moi-tinh-lo-goc-thoang-sang-o-to-gia-chi-6-x-ty-trinh-van-bo-vi-t-pr42417804",
"115 m²","Tây","Đông",,"4,2 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-pho-ta-quang-buu-phuong-5-11-prj-khu-can-ho-chanh-hung-giai-viet/chuyen-mua-ban-va-c-thue-quan-8-lh-tro-vay-voi-ls-uu-dai-pr39208198",
"150 m²",,"Nam",,"Thỏa thuận",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-18-1-phuong-ha-khau/ban-kdt-moi-dau-tuan-cu-long-view-vinh-gia-dep-pr42532517","5,5 m"
"52 m²",,,,"5,7 tỷ",,,"3 phòng","2 phòng","2 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-vuon-lai-phuong-tan-thanh/-nhua-5m-thong-4x13m-2-tam-gia-5-7-ty-gan-mat-tien-pr42536254","5 m"
"82,5 m²",,,,"26 tỷ",,"Sổ đỏ/ Sổ hồng",,,"4 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-trai-phuong-ben-thanh/hiem-trung-tam-cua-trung-tam-4-lau-p-q1-can-goc-2-mt-82-5m2-gia-uu-dai-pr42567827","4 m"
"65 m²",,,,"3,25 tỷ","Cơ bản",,"2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xo-viet-nghe-tinh-phuong-25-prj-green-field/gio-hang-n-10-686-2pn-full-nt-2ty7-3pn-gia-3ty9-lh-0903-353-304-pr36939007",
"180 m²",,,,"1,4 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-nguyen-thi-soc-xa-ba-diem/n-gap-lo-8-22-4-180m2-shr-hoc-mon-gia-1-4-ty-pr42567205","8 m"
"67 m²",,,,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-riverside/quy-ngoai-giao-chuyen-nhuong-moi-nhat-tai-tay-nhinh-5-ty-2-ngu-7-ty-3-ngu-pr42223192",
"96 m²","Đông","Đông","6 m","4,17 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","5 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-824-xa-xuan-thoi-son/-tien-shophouse-6x16m-1-tret-2l-shr-chinh-chu-moi-hoan-cong-lon-ho-tro-gop-pr42556976","18 m"
"100 m²",,,,"2,25 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng.","3 phòng","3 phòng","3 tầng","https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-huong-lo-610-thi-tran-lai-uyen-prj-thang-long-central-city/gap-gap-chu-ngop-giam-800-trieu-can-mat-tien-25m-pr40808421","25 m"
"162 m²","Đông - Nam","Tây - Bắc",,"17 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","3 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-minh-khai-prj-hinode-city/chinh-chu-ban-nhanh-dap-thong-duy-nhat-view-song-dep-long-lanh-cam-ket-gia-chuan-pr42392053",
"146 m²",,"Đông","9 m","98 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-3-8-xa-nguyen-khe/ban-lo-goc-146m-tho-cu-doi-dien-khu-dau-gia-x5-dong-anh-vi-tri-trung-tam-huyen-pr42567828","11 m"
"57 m²",,,,"2,05 tỷ","Nội thất sang trọng, bàn giao nội thất cơ bản: Cửa chống cháy, khóa từ, tủ bếp trên tủ bếp dưới, phòng ngủ lát sàn gỗ, thiết bị vệ sinh đầy đủ...","Sổ đỏ/ Sổ hồng","1 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-go-cat-phuong-phu-huu-2-prj-can-ho-ricca-quan-9/ban-q9-giap-q2-da-co-so-ng-1pn-2pn-3pn-gia-chi-tu-1-ty-750-ngan-hang-tro-vay-70-80-pr40941999",
"90 m²",,,"5 m","1,35 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-nen-du-an-duong-le-hong-phong-xa-long-tho-prj-khu-do-thi-moi-phuoc-an/chuyen-b-da-co-so-rieng-tai-nhon-trach-dt-90m2-gia-1ty350-pr42568071","14 m"
"71 m²",,,,"3,93 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-n4-phuong-son-ky-prj-emerald-celadon-city/ban-nhanh-71m2-2pn-2wc-full-noi-that-view-cong-vien-trung-tam-view-boi-nha-mat-me-pr42354079",
"78 m²",,,,"7,8 tỷ",,"Sổ đỏ/ Sổ hồng","4 phòng",,"2 tầng","https://batdongsan.com.vn/ban-nha-rieng-phuong-phu-trung/duong-nhua-7m-thong-ngay-khu-van-hoa-dam-sen-78m2-1-lau-gia-7-8-ty-tl-pr42414583",
"88 m²","Tây - Nam","Đông - Bắc",,"8 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng.","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-minh-khai-prj-hinode-city/-82m2-so-san-sang-trao-tay-c-khach-hang-thien-chi-cam-ket-gia-re-nhat-thi-truong-0395084882-pr35402995",
"65 m²","Nam","Bắc",,"2,65 tỷ","Đầy đủ","Hợp đồng mua bán","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lien-phuong-phuong-phu-huu-2-prj-sky-9/ban-sky9-65m2-2pn-2-wc-2-650-tr-bao-thue-phi-va-5-ra-so-ng-pr42567835",
"100 m²",,,,"1,4 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-phuong-tuong-binh-hiep/ap-luc-ngan-hang-can-ban-gap-lo-100m2-so-hong-gia-tot-1-4-ty-pr42567836","10 m"
"135 m²",,,,"13 tỷ","Đầy đủ","Sổ đỏ/ Sổ hồng","4 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-minh-khai-prj-hinode-city/ban-gap-4pn-duy-nhat-tai-du-an-201-cam-ket-gia-chuan-pr42532583",
"55 m²",,,,"15,5 tỷ",,"Sổ đỏ vuông đẹp",,,"7 tầng","https://batdongsan.com.vn/ban-nha-rieng-pho-vu-tong-phan-phuong-khuong-dinh/-lo-ngo-thong-o-to-tranh-lo-goc-gara-7t-thang-may-55m2-thong-san-pr42568072",
"75 m²",,,"4,5 m","12,9 tỷ","Đầy đủ.","Sổ đỏ/ Sổ hồng.","6 phòng","6 phòng","6 tầng","https://batdongsan.com.vn/ban-nha-mat-pho-duong-dang-vu-hy-phuong-thuong-thanh-1/ban-tdc-75m-thang-may-kinh-doanh-da-moi-tinh-12-ty-hon-pr42192963","8 m"
"90 m²",,,"5 m","Thỏa thuận",,"Sổ hồng riêng",,,,"https://batdongsan.com.vn/ban-dat-xa-an-phu-tay/ban-lo-gan-ubnn-hung-long-binh-chanh-90m2-gia-750tr-pr40082516",
"20.000 m²",,,"100 m","11,5 triệu/m²",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-dat-duong-719-xa-thuan-quy/ban-du-an-2ha-mat-bien-ham-nam-binh-pr42524852",
"100 m²",,"Nam","5 m","4,25 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","4 phòng","4 phòng","3 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-chich-phuong-vinh-hoa-2-prj-khu-dan-cu-loc-phat/ban-tai-kdc-4-25-ty-100m2-dep-nhieu-tien-ich-pr42567838","5 m"
"61 m²",,,"4,7 m","32,5 tỷ",,"Sổ đỏ/ Sổ hồng",,,"8 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-hoang-ngan-phuong-trung-hoa-4/co-102-toa-van-phong-vip-pho-cau-giay-xay-moi-oto-tranh-dt-61m2-x-8-tang-32-5-ty-pr42161367",
"64 m²",,,,"7 tỷ",,"Sổ đỏ/ Sổ hồng",,,,"https://batdongsan.com.vn/ban-nha-rieng-phuong-tan-quy-2/-hem-nhua-6m-son-nhi-dt-4x16m-tdt-64m2-cap-4-gia-7-ty-tl-pr42452887",
"76 m²",,,,"Thỏa thuận","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xo-viet-nghe-tinh-phuong-hoa-cuong-nam-prj-vista-residence-da-nang/-cao-cap-ngay-trung-tam-nang-pr42559796",
"50 m²",,,"5 m","9,9 tỷ",,,,,,"https://batdongsan.com.vn/ban-dat-phuong-yen-nghia-1/-phan-lo-50m-mt5m-view-vuon-hoa-thoang-dep-gan-benh-vien-nhi-9-9-ty-pr42568075",
"32 m²",,,,"5,23 tỷ",,"Sổ đỏ/ Sổ hồng","3 phòng","3 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-yen-xa-xa-tan-trieu/ban-4-g-gan-kdt-van-quan-thanh-tri-4-83-ty-pr41824200",
"80 m²","Đông - Nam","Tây - Bắc",,"5,18 tỷ","Cơ bản","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-dai-kim-prj-chung-cu-thong-tan-xa-viet-nam/ban-goc-ban-cong-dong-g-mat-toa-tng-ang-mai-ha-noi-pr42467303",
"60 m²",,,,"1,6 tỷ","Không nội thất","Hợp đồng mua bán","2 phòng","1 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-12-phuong-truong-tho-2-prj-chuong-duong-home/ban-me-2pn1wc-44m2-gia-1ty220-lh-pr42404449",
"82 m²","Bắc","Nam",,"Thỏa thuận","Đầy đủ","Sổ đỏ/ Sổ hồng","2 phòng","2 phòng",,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xo-viet-nghe-tinh-phuong-hoa-cuong-nam-prj-vista-residence-da-nang/-2pn-1ty3-30-view-song-han-ngay-trung-tam-thanh-p-gan-c-bv-truong-c-pr42560000",
"148 m²",,,"5 m","14,5 tỷ",,"Sổ đỏ/ Sổ hồng","6 phòng","7 phòng","5 tầng","https://batdongsan.com.vn/ban-nha-rieng-duong-tinh-lo-10-phuong-tan-tao/ban-148m2-14-5-ty-tai-10-p-q-binh-hcm-pr42567845","8 m"
